id,us_state_id,name,abbreviation,created_at,updated_at
2350,43,HORRY,,03:27.4,03:27.4
2351,43,JASPER,,03:28.2,03:28.2
2352,43,KERSHAW,,03:28.5,03:28.5
2353,43,LANCASTER,,03:28.9,03:28.9
2354,43,LAURENS,,03:29.2,03:29.2
2355,43,LEE,,03:29.6,03:29.6
2356,43,LEXINGTON,,03:29.7,03:29.7
2357,43,MCCORMICK,,03:30.9,03:30.9
2358,43,MARION,,03:31.3,03:31.3
2359,43,MARLBORO,,03:31.7,03:31.7
2360,43,NEWBERRY,,03:32.0,03:32.0
2361,43,OCONEE,,03:32.5,03:32.5
2362,43,ORANGEBURG,,03:33.0,03:33.0
2363,43,PICKENS,,03:33.8,03:33.8
2364,43,RICHLAND,,03:34.3,03:34.3
2365,43,SALUDA,,03:35.2,03:35.2
2366,43,SPARTANBURG,,03:35.6,03:35.6
2367,43,SUMTER,,03:37.4,03:37.4
2368,43,UNION,,03:38.0,03:38.0
2369,43,WILLIAMSBURG,,03:38.3,03:38.3
2370,43,YORK,,03:38.6,03:38.6
2371,44,AURORA,,03:39.2,03:39.2
2372,44,BEADLE,,03:39.4,03:39.4
2373,44,BENNETT,,03:39.8,03:39.8
2374,44,BON HOMME,,03:40.0,03:40.0
2375,44,BROOKINGS,,03:40.2,03:40.2
2376,44,BROWN,,03:40.6,03:40.6
2377,44,BRULE,,03:41.3,03:41.3
2378,44,BUFFALO,,03:41.4,03:41.4
2379,44,BUTTE,,03:41.8,03:41.8
2380,44,CAMPBELL,,03:42.1,03:42.1
2381,44,CHARLES MIX,,03:42.3,03:42.3
2382,44,CLARK,,03:43.0,03:43.0
2383,44,CLAY,,03:43.3,03:43.3
2384,44,CODINGTON,,03:43.5,03:43.5
2385,44,CORSON,,03:44.1,03:44.1
2386,44,CUSTER,,03:44.9,03:44.9
2387,44,DAVISON,,03:45.1,03:45.1
2388,44,DAY,,03:45.3,03:45.3
2389,44,DEUEL,,03:45.8,03:45.8
2390,44,DEWEY,,03:46.1,03:46.1
2391,44,DOUGLAS,,03:46.6,03:46.6
2392,44,EDMUNDS,,03:46.8,03:46.8
2393,44,FALL RIVER,,03:47.0,03:47.0
2394,44,FAULK,,03:47.3,03:47.3
2395,44,GRANT,,03:47.6,03:47.6
2396,44,GREGORY,,03:48.4,03:48.4
2397,44,HAAKON,,03:48.8,03:48.8
2398,44,HAMLIN,,03:48.9,03:48.9
2399,44,HAND,,03:49.2,03:49.2
2400,44,HANSON,,03:49.4,03:49.4
2401,44,HARDING,,03:49.6,03:49.6
2402,44,HUGHES,,03:49.9,03:49.9
2403,44,HUTCHINSON,,03:50.1,03:50.1
2404,44,HYDE,,03:50.4,03:50.4
2405,44,JACKSON,,03:50.7,03:50.7
2406,44,JERAULD,,03:51.0,03:51.0
2407,44,JONES,,03:51.2,03:51.2
2408,44,KINGSBURY,,03:51.3,03:51.3
2409,44,LAKE,,03:51.6,03:51.6
2410,44,LAWRENCE,,03:51.9,03:51.9
2411,44,LINCOLN,,03:52.3,03:52.3
2412,44,LYMAN,,03:52.8,03:52.8
2413,44,MCCOOK,,03:53.1,03:53.1
2414,44,MCPHERSON,,03:53.3,03:53.3
2415,44,MARSHALL,,03:53.6,03:53.6
2416,44,MEADE,,03:54.1,03:54.1
2417,44,MELLETTE,,03:54.8,03:54.8
2418,44,MINER,,03:55.1,03:55.1
2419,44,MINNEHAHA,,03:55.4,03:55.4
2420,44,MOODY,,03:56.2,03:56.2
2421,44,PENNINGTON,,03:56.7,03:56.7
2422,44,PERKINS,,03:57.3,03:57.3
2423,44,POTTER,,03:57.5,03:57.5
2424,44,ROBERTS,,03:57.7,03:57.7
2425,44,SANBORN,,03:58.5,03:58.5
2426,44,OGLALA LAKOTA,,03:58.6,03:58.6
2427,44,SPINK,,03:59.0,03:59.0
2428,44,STANLEY,,03:59.5,03:59.5
2429,44,SULLY,,03:59.6,03:59.6
2430,44,TODD,,03:59.7,03:59.7
2431,44,TRIPP,,04:00.0,04:00.0
2432,44,TURNER,,04:00.3,04:00.3
2433,44,UNION,,04:00.7,04:00.7
2434,44,WALWORTH,,04:01.0,04:01.0
2435,44,YANKTON,,04:01.3,04:01.3
2436,44,ZIEBACH,,04:01.7,04:01.7
2437,45,ANDERSON,,04:02.1,04:02.1
2438,45,BEDFORD,,04:02.4,04:02.4
2439,45,BENTON,,04:02.6,04:02.6
2440,45,BLEDSOE,,04:02.8,04:02.8
2441,45,BLOUNT,,04:02.9,04:02.9
2442,45,BRADLEY,,04:03.3,04:03.3
2443,45,CAMPBELL,,04:03.6,04:03.6
2444,45,CANNON,,04:04.1,04:04.1
2445,45,CARROLL,,04:04.2,04:04.2
2446,45,CARTER,,04:04.9,04:04.9
2447,45,CHEATHAM,,04:05.2,04:05.2
2448,45,CHESTER,,04:05.4,04:05.4
2449,45,CLAIBORNE,,04:05.6,04:05.6
2450,45,CLAY,,04:06.1,04:06.1
2451,45,COCKE,,04:06.2,04:06.2
2452,45,COFFEE,,04:06.4,04:06.4
2453,45,CROCKETT,,04:06.7,04:06.7
2454,45,CUMBERLAND,,04:07.0,04:07.0
2455,45,DAVIDSON,,04:07.2,04:07.2
2456,45,DECATUR,,04:09.4,04:09.4
2457,45,DEKALB,,04:09.7,04:09.7
2458,45,DICKSON,,04:09.8,04:09.8
2459,45,DYER,,04:10.2,04:10.2
2460,45,FAYETTE,,04:10.5,04:10.5
2461,45,FENTRESS,,04:11.2,04:11.2
2462,45,FRANKLIN,,04:11.5,04:11.5
2463,45,GIBSON,,04:12.0,04:12.0
2464,45,GILES,,04:12.5,04:12.5
2465,45,GRAINGER,,04:13.0,04:13.0
2466,45,GREENE,,04:13.2,04:13.2
2467,45,GRUNDY,,04:13.7,04:13.7
2468,45,HAMBLEN,,04:14.2,04:14.2
2469,45,HAMILTON,,04:14.5,04:14.5
2470,45,HANCOCK,,04:16.1,04:16.1
2471,45,HARDEMAN,,04:16.2,04:16.2
2472,45,HARDIN,,04:16.8,04:16.8
2473,45,HAWKINS,,04:17.2,04:17.2
2474,45,HAYWOOD,,04:17.7,04:17.7
2475,45,HENDERSON,,04:17.8,04:17.8
2476,45,HENRY,,04:18.2,04:18.2
2477,45,HICKMAN,,04:21.5,04:21.5
2478,45,HOUSTON,,04:22.0,04:22.0
2479,45,HUMPHREYS,,04:22.5,04:22.5
2480,45,JACKSON,,04:23.2,04:23.2
2481,45,JEFFERSON,,04:23.5,04:23.5
2482,45,JOHNSON,,04:25.5,04:25.5
2483,45,KNOX,,04:25.9,04:25.9
2484,45,LAKE,,04:26.6,04:26.6
2485,45,LAUDERDALE,,04:26.8,04:26.8
2486,45,LAWRENCE,,04:27.0,04:27.0
2487,45,LEWIS,,04:27.6,04:27.6
2488,45,LINCOLN,,04:27.7,04:27.7
2489,45,LOUDON,,04:28.3,04:28.3
2490,45,MCMINN,,04:28.7,04:28.7
2491,45,MCNAIRY,,04:29.3,04:29.3
2492,45,MACON,,04:30.2,04:30.2
2493,45,MADISON,,04:30.4,04:30.4
2494,45,MARION,,04:31.5,04:31.5
2495,45,MARSHALL,,04:33.8,04:33.8
2496,45,MAURY,,04:34.8,04:34.8
2497,45,MEIGS,,04:35.9,04:35.9
2498,45,MONROE,,04:36.2,04:36.2
2499,45,MONTGOMERY,,04:36.9,04:36.9
2500,45,MOORE,,04:37.6,04:37.6
2501,45,MORGAN,,04:37.8,04:37.8
2502,45,OBION,,04:38.8,04:38.8
2503,45,OVERTON,,04:40.0,04:40.0
2504,45,PERRY,,04:40.8,04:40.8
2505,45,PICKETT,,04:41.0,04:41.0
2506,45,POLK,,04:41.1,04:41.1
2507,45,PUTNAM,,04:41.9,04:41.9
2508,45,RHEA,,04:58.4,04:58.4
2509,45,ROANE,,04:58.6,04:58.6
2510,45,ROBERTSON,,04:58.9,04:58.9
2511,45,RUTHERFORD,,04:59.5,04:59.5
2512,45,SCOTT,,05:00.0,05:00.0
2513,45,SEQUATCHIE,,05:00.4,05:00.4
2514,45,SEVIER,,05:00.4,05:00.4
2515,45,SHELBY,,05:00.9,05:00.9
2516,45,SMITH,,05:02.9,05:02.9
2517,45,STEWART,,05:03.6,05:03.6
2518,45,SULLIVAN,,05:03.9,05:03.9
2519,45,SUMNER,,05:04.5,05:04.5
2520,45,TIPTON,,05:05.1,05:05.1
2521,45,TROUSDALE,,05:05.6,05:05.6
2522,45,UNICOI,,05:05.7,05:05.7
2523,45,UNION,,05:05.8,05:05.8
2524,45,VAN BUREN,,05:06.0,05:06.0
2525,45,WARREN,,05:06.0,05:06.0
2526,45,WASHINGTON,,05:06.4,05:06.4
2527,45,WAYNE,,05:06.9,05:06.9
2528,45,WEAKLEY,,05:07.3,05:07.3
2529,45,WHITE,,05:07.7,05:07.7
2530,45,WILLIAMSON,,05:07.9,05:07.9
2531,45,WILSON,,05:08.4,05:08.4
2532,26,ANDERSON,,05:08.7,05:08.7
2533,26,ANDREWS,,05:09.2,05:09.2
2534,26,ANGELINA,,05:09.3,05:09.3
2535,26,ARANSAS,,05:09.6,05:09.6
2536,26,ARCHER,,05:09.8,05:09.8
2537,26,ARMSTRONG,,05:10.1,05:10.1
2538,26,ATASCOSA,,05:10.2,05:10.2
2539,26,AUSTIN,,05:10.6,05:10.6
2540,26,BAILEY,,05:11.1,05:11.1
2541,26,BANDERA,,05:11.3,05:11.3
2542,26,BASTROP,,05:11.5,05:11.5
2543,26,BAYLOR,,05:11.9,05:11.9
2544,26,BEE,,05:12.0,05:12.0
2545,26,BEXAR,,05:13.1,05:13.1
2546,26,BLANCO,,05:16.4,05:16.4
2547,26,BORDEN,,05:16.8,05:16.8
2548,26,BOSQUE,,05:16.9,05:16.9
2549,26,BRAZORIA,,05:18.1,05:18.1
2550,26,BRAZOS,,05:19.7,05:19.7
2551,26,BREWSTER,,05:20.3,05:20.3
2552,26,BRISCOE,,05:20.5,05:20.5
2553,26,BROOKS,,05:20.6,05:20.6
2554,26,BROWN,,05:20.7,05:20.7
2555,26,BURLESON,,05:21.1,05:21.1
2556,26,BURNET,,05:21.4,05:21.4
2557,26,CALDWELL,,05:21.9,05:21.9
2558,26,CALHOUN,,05:22.4,05:22.4
2559,26,CALLAHAN,,05:22.6,05:22.6
2560,26,CAMERON,,05:22.9,05:22.9
2561,26,CAMP,,05:23.9,05:23.9
2562,26,CARSON,,05:24.1,05:24.1
2563,26,CASS,,05:24.2,05:24.2
2564,26,CASTRO,,05:24.9,05:24.9
2565,26,CHAMBERS,,05:25.1,05:25.1
2566,26,CHEROKEE,,05:26.2,05:26.2
2567,26,CHILDRESS,,05:26.8,05:26.8
2568,26,CLAY,,05:26.9,05:26.9
2569,26,COCHRAN,,05:27.3,05:27.3
2570,26,COKE,,05:27.4,05:27.4
2571,26,COLEMAN,,05:27.7,05:27.7
2572,26,COLLIN,,05:28.2,05:28.2
2573,26,COLLINGSWORTH,,05:30.6,05:30.6
2574,26,COLORADO,,05:30.8,05:30.8
2575,26,COMAL,,05:31.4,05:31.4
2576,26,COMANCHE,,05:32.2,05:32.2
2577,26,CONCHO,,05:32.6,05:32.6
2578,26,COOKE,,05:32.9,05:32.9
2579,26,CORYELL,,05:33.4,05:33.4
2580,26,COTTLE,,05:34.1,05:34.1
2581,26,CRANE,,05:34.2,05:34.2
2582,26,CROCKETT,,05:34.3,05:34.3
2583,26,CROSBY,,05:34.3,05:34.3
2584,26,CULBERSON,,05:34.6,05:34.6
2585,26,DALLAM,,05:34.7,05:34.7
2586,26,DALLAS,,05:34.9,05:34.9
2587,26,DAWSON,,05:40.0,05:40.0
2588,26,DEAF SMITH,,05:40.3,05:40.3
2589,26,DELTA,,05:40.4,05:40.4
2590,26,DENTON,,05:40.6,05:40.6
2591,26,DEWITT,,05:45.3,05:45.3
2592,26,DICKENS,,05:45.7,05:45.7
2593,26,DIMMIT,,05:45.9,05:45.9
2594,26,DONLEY,,05:46.2,05:46.2
2595,26,DUVAL,,05:46.4,05:46.4
2596,26,EASTLAND,,05:46.8,05:46.8
2597,26,ECTOR,,05:47.4,05:47.4
2598,26,EDWARDS,,05:47.7,05:47.7
2599,26,ELLIS,,05:47.8,05:47.8
2600,26,EL PASO,,05:49.1,05:49.1
2601,26,ERATH,,05:51.0,05:51.0
2602,26,FALLS,,05:51.3,05:51.3
2603,26,FANNIN,,05:51.7,05:51.7
2604,26,FAYETTE,,05:52.5,05:52.5
2605,26,FISHER,,05:53.2,05:53.2
2606,26,FLOYD,,05:53.4,05:53.4
2607,26,FOARD,,05:53.7,05:53.7
2608,26,FORT BEND,,05:53.8,05:53.8
2609,26,FRANKLIN,,05:56.7,05:56.7
2610,26,FREESTONE,,05:57.0,05:57.0
2611,26,FRIO,,05:57.4,05:57.4
2612,26,GAINES,,05:57.7,05:57.7
2613,26,GALVESTON,,05:57.9,05:57.9
2614,26,GARZA,,05:59.2,05:59.2
2615,26,GILLESPIE,,05:59.3,05:59.3
2616,26,GLASSCOCK,,05:59.8,05:59.8
2617,26,GOLIAD,,05:59.9,05:59.9
2618,26,GONZALES,,06:00.3,06:00.3
2619,26,GRAY,,06:00.9,06:00.9
2620,26,GRAYSON,,06:01.1,06:01.1
2621,26,GREGG,,06:02.1,06:02.1
2622,26,GRIMES,,06:02.8,06:02.8
2623,26,GUADALUPE,,06:03.3,06:03.3
2624,26,HALE,,06:04.3,06:04.3
2625,26,HAMILTON,,06:05.0,06:05.0
2626,26,HANSFORD,,06:05.7,06:05.7
2627,26,HARDEMAN,,06:05.9,06:05.9
2628,26,HARDIN,,06:06.0,06:06.0
2629,26,HARRIS,,06:06.6,06:06.6
2630,26,HARRISON,,06:17.6,06:17.6
2631,26,HARTLEY,,06:18.4,06:18.4
2632,26,HASKELL,,06:18.5,06:18.5
2633,26,HAYS,,06:19.2,06:19.2
2634,26,HEMPHILL,,06:20.0,06:20.0
2635,26,HENDERSON,,06:20.1,06:20.1
2636,26,HIDALGO,,06:21.6,06:21.6
2637,26,HILL,,06:23.3,06:23.3
2638,26,HOCKLEY,,06:24.3,06:24.3
2639,26,HOOD,,06:24.9,06:24.9
2640,26,HOPKINS,,06:25.5,06:25.5
2641,26,HOUSTON,,06:26.1,06:26.1
2642,26,HOWARD,,06:26.5,06:26.5
2643,26,HUDSPETH,,06:26.7,06:26.7
2644,26,HUNT,,06:27.1,06:27.1
2645,26,HUTCHINSON,,06:28.0,06:28.0
2646,26,IRION,,06:28.2,06:28.2
2647,26,JACK,,06:28.3,06:28.3
2648,26,JACKSON,,06:28.5,06:28.5
2649,26,JASPER,,06:28.9,06:28.9
2650,26,JEFF DAVIS,,06:29.2,06:29.2
2651,26,JEFFERSON,,06:29.4,06:29.4
2652,26,JIM HOGG,,06:30.2,06:30.2
2653,26,JIM WELLS,,06:30.3,06:30.3
2654,26,JOHNSON,,06:30.7,06:30.7
2655,26,JONES,,06:31.6,06:31.6
2656,26,KARNES,,06:32.0,06:32.0
2657,26,KAUFMAN,,06:32.6,06:32.6
2658,26,KENDALL,,06:34.1,06:34.1
2659,26,KENEDY,,06:34.9,06:34.9
2660,26,KENT,,06:35.0,06:35.0
2661,26,KERR,,06:35.2,06:35.2
2662,26,KIMBLE,,06:35.4,06:35.4
2663,26,KING,,06:35.6,06:35.6
2664,26,KINNEY,,06:35.7,06:35.7
2665,26,KLEBERG,,06:35.8,06:35.8
2666,26,LAMAR,,06:36.2,06:36.2
2667,26,LAMB,,06:37.1,06:37.1
2668,26,LAMPASAS,,06:37.6,06:37.6
2669,26,LA SALLE,,06:37.8,06:37.8
2670,26,LAVACA,,06:38.0,06:38.0
2671,26,LEE,,06:38.4,06:38.4
2672,26,LEON,,06:38.7,06:38.7
2673,26,LIBERTY,,06:39.1,06:39.1
2674,26,LIMESTONE,,06:40.3,06:40.3
2675,26,LIPSCOMB,,06:40.7,06:40.7
2676,26,LIVE OAK,,06:40.9,06:40.9
2677,26,LLANO,,06:41.2,06:41.2
2678,26,LOVING,,06:42.2,06:42.2
2679,26,LUBBOCK,,06:42.2,06:42.2
2680,26,LYNN,,06:43.3,06:43.3
2681,26,MCCULLOCH,,06:43.6,06:43.6
2682,26,MCLENNAN,,06:43.9,06:43.9
2683,26,MCMULLEN,,06:45.7,06:45.7
2684,26,MADISON,,06:45.8,06:45.8
2685,26,MARION,,06:46.1,06:46.1
2686,26,MARTIN,,06:46.3,06:46.3
2687,26,MASON,,06:46.6,06:46.6
2688,26,MATAGORDA,,06:46.8,06:46.8
2689,26,MAVERICK,,06:47.5,06:47.5
2690,26,MEDINA,,06:47.7,06:47.7
2691,26,MENARD,,06:48.5,06:48.5
2692,26,MIDLAND,,06:48.7,06:48.7
2693,26,MILAM,,06:49.0,06:49.0
2694,26,MILLS,,06:49.4,06:49.4
2695,26,MITCHELL,,06:49.7,06:49.7
2696,26,MONTAGUE,,06:49.8,06:49.8
2697,26,MONTGOMERY,,06:50.3,06:50.3
2698,26,MOORE,,06:52.8,06:52.8
2699,26,MORRIS,,06:53.2,06:53.2
2700,26,MOTLEY,,06:53.6,06:53.6
2701,26,NACOGDOCHES,,06:53.8,06:53.8
2702,26,NAVARRO,,06:54.4,06:54.4
2703,26,NEWTON,,06:56.1,06:56.1
2704,26,NOLAN,,06:56.6,06:56.6
2705,26,NUECES,,06:56.9,06:56.9
2706,26,OCHILTREE,,06:58.3,06:58.3
2707,26,OLDHAM,,06:58.5,06:58.5
2708,26,ORANGE,,06:58.8,06:58.8
2709,26,PALO PINTO,,06:59.5,06:59.5
2710,26,PANOLA,,07:00.0,07:00.0
2711,26,PARKER,,07:00.4,07:00.4
2712,26,PARMER,,07:02.7,07:02.7
2713,26,PECOS,,07:03.0,07:03.0
2714,26,POTTER,,07:06.0,07:06.0
2715,26,PRESIDIO,,07:09.4,07:09.4
2716,26,RAINS,,07:09.6,07:09.6
2717,26,RANDALL,,07:09.9,07:09.9
2718,26,REAGAN,,07:11.2,07:11.2
2719,26,REAL,,07:11.3,07:11.3
2720,26,RED RIVER,,07:11.5,07:11.5
2721,26,REEVES,,07:12.2,07:12.2
2722,26,REFUGIO,,07:12.9,07:12.9
2723,26,ROBERTS,,07:13.4,07:13.4
2724,26,ROBERTSON,,07:13.5,07:13.5
2725,26,ROCKWALL,,07:15.0,07:15.0
2726,26,RUNNELS,,07:18.7,07:18.7
2727,26,RUSK,,07:20.5,07:20.5
2728,26,SABINE,,07:23.7,07:23.7
2729,26,SAN AUGUSTINE,,07:24.6,07:24.6
2730,26,SAN JACINTO,,07:24.9,07:24.9
2731,26,SAN PATRICIO,,07:26.0,07:26.0
2732,26,SAN SABA,,07:28.3,07:28.3
2733,26,SCHLEICHER,,07:28.9,07:28.9
2734,26,SCURRY,,07:29.0,07:29.0
2735,26,SHACKELFORD,,07:29.8,07:29.8
2736,26,SHELBY,,07:30.1,07:30.1
2737,26,SHERMAN,,07:30.7,07:30.7
2738,26,SOMERVELL,,07:50.0,07:50.0
2739,26,STARR,,07:50.1,07:50.1
2740,26,STEPHENS,,07:50.7,07:50.7
2741,26,STERLING,,07:50.8,07:50.8
2742,26,STONEWALL,,07:50.8,07:50.8
2743,26,SUTTON,,07:50.9,07:50.9
2744,26,SWISHER,,07:51.0,07:51.0
2745,26,TARRANT,,07:51.1,07:51.1
2746,26,TAYLOR,,07:55.5,07:55.5
2747,26,TERRELL,,07:56.1,07:56.1
2748,26,TERRY,,07:56.2,07:56.2
2749,26,THROCKMORTON,,07:56.4,07:56.4
2750,26,TITUS,,07:56.5,07:56.5
2751,26,TOM GREEN,,07:56.8,07:56.8
2752,26,TRAVIS,,07:57.5,07:57.5
2753,26,TRINITY,,08:00.5,08:00.5
2754,26,TYLER,,08:00.8,08:00.8
2755,26,UPSHUR,,08:01.2,08:01.2
2756,26,UPTON,,08:01.8,08:01.8
2757,26,UVALDE,,08:02.0,08:02.0
2758,26,VAL VERDE,,08:02.3,08:02.3
2759,26,VAN ZANDT,,08:02.6,08:02.6
2760,26,VICTORIA,,08:02.9,08:02.9
2761,26,WALKER,,08:03.3,08:03.3
2762,26,WALLER,,08:03.6,08:03.6
2763,26,WARD,,08:04.3,08:04.3
2764,26,WASHINGTON,,08:04.7,08:04.7
2765,26,WEBB,,08:05.0,08:05.0
2766,26,WHARTON,,08:05.3,08:05.3
2767,26,WHEELER,,08:06.0,08:06.0
2768,26,WICHITA,,08:06.2,08:06.2
2769,26,WILBARGER,,08:06.6,08:06.6
2770,26,WILLACY,,08:06.8,08:06.8
2771,26,WILLIAMSON,,08:07.1,08:07.1
2772,26,WILSON,,08:08.9,08:08.9
2773,26,WINKLER,,08:09.2,08:09.2
2774,26,WOOD,,08:10.1,08:10.1
2775,26,YOAKUM,,08:10.5,08:10.5
2776,26,YOUNG,,08:10.6,08:10.6
2777,26,ZAPATA,,08:10.8,08:10.8
2778,26,ZAVALA,,08:11.0,08:11.0
2779,35,BEAVER,,08:11.4,08:11.4
2780,35,BOX ELDER,,08:11.6,08:11.6
2781,35,CACHE,,08:12.6,08:12.6
2782,35,CARBON,,08:13.6,08:13.6
2783,35,DAGGETT,,08:14.1,08:14.1
2784,35,DAVIS,,08:14.2,08:14.2
2785,35,DUCHESNE,,08:15.6,08:15.6
2786,35,EMERY,,08:16.2,08:16.2
2787,35,GARFIELD,,08:16.8,08:16.8
2788,35,GRAND,,08:17.3,08:17.3
2789,35,IRON,,08:17.5,08:17.5
2790,35,JUAB,,08:18.1,08:18.1
2791,35,KANE,,08:18.4,08:18.4
2792,35,MILLARD,,08:18.8,08:18.8
2793,35,MORGAN,,08:19.4,08:19.4
2794,35,PIUTE,,08:19.5,08:19.5
2795,35,RICH,,08:19.7,08:19.7
2796,35,SALT LAKE,,08:19.9,08:19.9
2797,35,SAN JUAN,,08:23.7,08:23.7
2798,35,SANPETE,,08:24.2,08:24.2
2799,35,SEVIER,,08:25.0,08:25.0
2800,35,SUMMIT,,08:25.7,08:25.7
2801,35,TOOELE,,08:26.3,08:26.3
2802,35,UINTAH,,08:27.0,08:27.0
2803,35,WASATCH,,08:29.4,08:29.4
2804,35,WASHINGTON,,08:30.1,08:30.1
2805,35,WAYNE,,08:31.5,08:31.5
2806,35,WEBER,,08:31.9,08:31.9
2807,46,ADDISON,,08:33.5,08:33.5
2808,46,BENNINGTON,,08:34.7,08:34.7
2809,46,CALEDONIA,,08:36.4,08:36.4
2810,46,CHITTENDEN,,08:37.6,08:37.6
2811,46,ESSEX,,08:38.8,08:38.8
2812,46,FRANKLIN,,08:39.6,08:39.6
2813,46,GRAND ISLE,,08:40.7,08:40.7
2814,46,LAMOILLE,,08:41.0,08:41.0
2815,46,ORANGE,,08:41.6,08:41.6
2816,46,ORLEANS,,08:43.0,08:43.0
2817,46,RUTLAND,,08:44.5,08:44.5
2818,46,WASHINGTON,,08:46.4,08:46.4
2819,46,WINDHAM,,08:47.9,08:47.9
2820,46,WINDSOR,,08:50.0,08:50.0
2821,47,ACCOMACK,,08:51.9,08:51.9
2822,47,ALBEMARLE,,08:54.2,08:54.2
2823,47,ALLEGHANY,,08:55.3,08:55.3
2824,47,AMELIA,,08:55.6,08:55.6
2825,47,AMHERST,,08:55.8,08:55.8
2826,47,APPOMATTOX,,08:56.1,08:56.1
2827,47,ARLINGTON,,08:56.3,08:56.3
2828,47,AUGUSTA,,08:56.8,08:56.8
2829,47,BATH,,08:57.9,08:57.9
2830,47,BEDFORD,,08:58.2,08:58.2
2831,47,BLAND,,08:58.8,08:58.8
2832,47,BOTETOURT,,08:59.1,08:59.1
2833,47,BRUNSWICK,,08:59.5,08:59.5
2834,47,BUCHANAN,,09:00.2,09:00.2
2835,47,BUCKINGHAM,,09:00.9,09:00.9
2836,47,CAMPBELL,,09:01.1,09:01.1
2837,47,CAROLINE,,09:01.6,09:01.6
2838,47,CARROLL,,09:02.1,09:02.1
2839,47,CHARLES CITY,,09:02.5,09:02.5
2840,47,CHARLOTTE,,09:02.7,09:02.7
2841,47,CHESTERFIELD,,09:03.5,09:03.5
2842,47,CLARKE,,09:03.9,09:03.9
2843,47,CRAIG,,09:04.1,09:04.1
2844,47,CULPEPER,,09:04.2,09:04.2
2845,47,CUMBERLAND,,09:04.8,09:04.8
2846,47,DICKENSON,,09:05.0,09:05.0
2847,47,DINWIDDIE,,09:05.4,09:05.4
2848,47,ESSEX,,09:06.0,09:06.0
2849,47,FAIRFAX,,09:06.5,09:06.5
2850,47,FAUQUIER,,09:09.4,09:09.4
2851,47,FLOYD,,09:10.5,09:10.5
2852,47,FLUVANNA,,09:10.8,09:10.8
2853,47,FRANKLIN,,09:11.2,09:11.2
2854,47,FREDERICK,,09:11.7,09:11.7
2855,47,GILES,,09:12.3,09:12.3
2856,47,GLOUCESTER,,09:13.4,09:13.4
2857,47,GOOCHLAND,,09:14.6,09:14.6
2858,47,GRAYSON,,09:16.1,09:16.1
2859,47,GREENE,,09:16.7,09:16.7
2860,47,GREENSVILLE,,09:17.2,09:17.2
2861,47,HALIFAX,,09:17.4,09:17.4
2862,47,HANOVER,,09:18.3,09:18.3
2863,47,HENRICO,,09:18.8,09:18.8
2864,47,HENRY,,09:19.5,09:19.5
2865,47,HIGHLAND,,09:20.0,09:20.0
2866,47,ISLE OF WIGHT,,09:20.5,09:20.5
2867,47,JAMES CITY,,09:21.0,09:21.0
2868,47,KING AND QUEEN,,09:21.3,09:21.3
2869,47,KING GEORGE,,09:21.9,09:21.9
2870,47,KING WILLIAM,,09:22.3,09:22.3
2871,47,LANCASTER,,09:22.6,09:22.6
2872,47,LEE,,09:23.9,09:23.9
2873,47,LOUDOUN,,09:25.0,09:25.0
2874,47,LOUISA,,09:26.7,09:26.7
2875,47,LUNENBURG,,09:27.1,09:27.1
2876,47,MADISON,,09:27.6,09:27.6
2877,47,MATHEWS,,09:28.9,09:28.9
2878,47,MECKLENBURG,,09:29.8,09:29.8
2879,47,MIDDLESEX,,09:32.1,09:32.1
2880,47,MONTGOMERY,,09:33.0,09:33.0
2881,47,NELSON,,09:33.6,09:33.6
2882,47,NEW KENT,,09:34.8,09:34.8
2883,47,NORTHAMPTON,,09:35.2,09:35.2
2884,47,NORTHUMBERLAND,,09:36.4,09:36.4
2885,47,NOTTOWAY,,09:37.0,09:37.0
2886,47,ORANGE,,09:37.2,09:37.2
2887,47,PAGE,,09:37.8,09:37.8
2888,47,PATRICK,,09:38.1,09:38.1
2889,47,PITTSYLVANIA,,09:38.5,09:38.5
2890,47,POWHATAN,,09:39.2,09:39.2
2891,47,PRINCE EDWARD,,09:39.3,09:39.3
2892,47,PRINCE GEORGE,,09:39.8,09:39.8
2893,47,PRINCE WILLIAM,,09:40.0,09:40.0
2894,47,PULASKI,,09:40.5,09:40.5
2895,47,RAPPAHANNOCK,,09:41.0,09:41.0
2896,47,RICHMOND,,09:41.6,09:41.6
2897,47,ROANOKE,,09:41.8,09:41.8
2898,47,ROCKBRIDGE,,09:42.0,09:42.0
2899,47,ROCKINGHAM,,09:42.4,09:42.4
2900,47,RUSSELL,,09:43.5,09:43.5
2901,47,SCOTT,,09:44.0,09:44.0
2902,47,SHENANDOAH,,09:44.4,09:44.4
2903,47,SMYTH,,09:45.1,09:45.1
2904,47,SOUTHAMPTON,,09:45.4,09:45.4
2905,47,SPOTSYLVANIA,,09:45.8,09:45.8
2906,47,STAFFORD,,09:46.0,09:46.0
2907,47,SURRY,,09:46.3,09:46.3
2908,47,SUSSEX,,09:46.6,09:46.6
2909,47,TAZEWELL,,09:46.9,09:46.9
2910,47,WARREN,,09:47.9,09:47.9
2911,47,WASHINGTON,,09:48.2,09:48.2
2912,47,WESTMORELAND,,09:48.5,09:48.5
2913,47,WISE,,09:49.1,09:49.1
2914,47,WYTHE,,09:49.5,09:49.5
2915,47,YORK,,09:49.9,09:49.9
2916,47,ALEXANDRIA (IND CITY,,09:50.1,09:50.1
