Company|CompanyNum|ModelYear|ModelCat|Model|ModelNum|ModelWeb|Type|CCs|Stroke|Cyl|Speeds|Weight|ValueList|ValueLow|ValueAvg|ValueHigh|Version
INDIAN MOTORCYCLES|1136|2015|Scout|SCOUT (RED)|6204017849||CRUISERS|1130|4|2|6|538|11549|4295|5265|6585|162
INDIAN MOTORCYCLES|1136|2015|Scout|SCOUT (SMOKE)|6204017850||CRUISERS|1130|4|2|6|538|11549|4295|5265|6585|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEF CLASSIC (PEARL WHITE)|6204019620||CRUISERS|1811|4|2|6|751|18249|7955|9350|11690|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEF DARK HORSE|6204019619||CRUISERS|1811|4|2|6|751|17249|7515|8845|11055|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEF VINTAGE (INDIAN RED)|6204019622||CRUISERS|1811|4|2|6|801|21649|9445|11100|13880|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEF VINTAGE (THUNDER BLACK)|6204019621||CRUISERS|1811|4|2|6|801|21249|9270|10890|13620|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEF VINTAGE (TWO-TONE)|6204019623||CRUISERS|1811|4|2|6|801|22249|9700|11395|14270|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEFTAIN (BLACK)|6204019624||CRUISERS|1811|4|2|6|815|23249|10145|11910|14910|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEFTAIN (RED)|6204019625||CRUISERS|1811|4|2|6|815|23749|10365|12175|15235|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEFTAIN (SILVER)|6204019626||CRUISERS|1811|4|2|6|815|23749|10365|12175|15235|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEFTAIN (TWO-TONE)|6204019627||CRUISERS|1811|4|2|6|815|24449|10670|12520|15680|162
INDIAN MOTORCYCLES|1136|2016|Chief|CHIEFTAIN DARK HORSE|6204025434||CRUISERS|1811|4|2|6|815|21999|9570|11255|14070|162
INDIAN MOTORCYCLES|1136|2016|Chief|ROADMASTER (BLACK)|6204019628||TOURING|1811|4|2|6|897|28249|11270|13295|16615|162
INDIAN MOTORCYCLES|1136|2016|Chief|ROADMASTER (BLUE)|6204019629||TOURING|1811|4|2|6|897|28849|11515|13590|16955|162
INDIAN MOTORCYCLES|1136|2016|Chief|ROADMASTER (TWO-TONE)|6204019630||TOURING|1811|4|2|6|897|29649|11830|13955|17440|162
INDIAN MOTORCYCLES|1136|2016|Chief|SPRINGFIELD (INDIAN RED)|6204022732||CRUISERS|1811|4|2|6|830|21549|9495|11110|13850|162
INDIAN MOTORCYCLES|1136|2016|Chief|SPRINGFIELD (THUNDER BLACK)|6204022731||CRUISERS|1811|4|2|6|830|20999|9265|10830|13500|162
INDIAN MOTORCYCLES|1136|2016|Scout|SCOUT|6204019632||CRUISERS|1130|4|2|6|558|11549|5005|5915|7360|162
INDIAN MOTORCYCLES|1136|2016|Scout|SCOUT (ABS)|6204019633||CRUISERS|1130|4|2|6|558|12249|5315|6255|7810|162
INDIAN MOTORCYCLES|1136|2016|Scout|SCOUT (BLACK)|6204019631||CRUISERS|1130|4|2|6|558|11249|4890|5755|7180|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEF CLASSIC (PEARL WHITE)|6204022061||CRUISERS|1811|4|2|6|751|18499|9445|11045|13780|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEF CLASSIC (TWO-TONE)|6204022062||CRUISERS|1811|4|2|6|751|19499|9955|11645|14515|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEF DARK HORSE|6204022060||CRUISERS|1811|4|2|6|751|17499|8935|10440|13025|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEF VINTAGE (THUNDER BLACK)|6204022063||CRUISERS|1811|4|2|6|801|19999|10215|11935|14895|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEF VINTAGE (TWO-TONE)|6204022064||CRUISERS|1811|4|2|6|801|20999|10735|12530|15640|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEFTAIN (BLACK PEARL)|6204022069||CRUISERS|1811|4|2|6|815|23999|12255|14320|17870|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEFTAIN (SMOKE)|6204022070||CRUISERS|1811|4|2|6|815|24499|12505|14625|18240|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEFTAIN (TWO-TONE)|6204022071||CRUISERS|1811|4|2|6|815|25199|12870|15050|18765|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEFTAIN DARK HORSE|6204022068||CRUISERS|1811|4|2|6|815|21999|11355|13270|16550|162
INDIAN MOTORCYCLES|1136|2017|Chief|CHIEFTAIN ELITE|6204022733||TOURING|1811|4|2|6|831|31449|14700|17250|21460|162
INDIAN MOTORCYCLES|1136|2017|Chief|ROADMASTER (BURGUNDY METALLIC)|6204022073||TOURING|1811|4|2|6|897|29599|13675|16055|19990|162
INDIAN MOTORCYCLES|1136|2017|Chief|ROADMASTER (THUNDER BLACK)|6204022072||TOURING|1811|4|2|6|897|28999|13400|15735|19590|162
INDIAN MOTORCYCLES|1136|2017|Chief|ROADMASTER (TWO-TONE)|6204022074||TOURING|1811|4|2|6|897|30399|14050|16495|20530|162
INDIAN MOTORCYCLES|1136|2017|Chief|ROADMASTER CLASSIC (THUNDER BLACK)|6204022755||TOURING|1811|4|2|6|864|26999|12480|14650|18245|162
INDIAN MOTORCYCLES|1136|2017|Chief|ROADMASTER CLASSIC (TWO-TONE)|6204022756||TOURING|1811|4|2|6|864|27999|12945|15200|18910|162
INDIAN MOTORCYCLES|1136|2017|Chief|SPRINGFIELD (RED)|6204022066||CRUISERS|1811|4|2|6|830|21449|11065|12950|16140|162
INDIAN MOTORCYCLES|1136|2017|Chief|SPRINGFIELD (THUNDER BLACK)|6204022065||CRUISERS|1811|4|2|6|862|20999|10835|12675|15805|162
INDIAN MOTORCYCLES|1136|2017|Chief|SPRINGFIELD (TWO-TONE)|6204022067||CRUISERS|1811|4|2|6|830|22099|11560|13640|17090|162
INDIAN MOTORCYCLES|1136|2017|Scout|SCOUT|6204022079||CRUISERS|1130|4|2|6|558|11599|5890|6900|8590|162
INDIAN MOTORCYCLES|1136|2017|Scout|"SCOUT (ABS| BURGUNDY METALLIC)"|6204022080||CRUISERS|1130|4|2|6|558|12299|6315|7400|9205|162
INDIAN MOTORCYCLES|1136|2017|Scout|"SCOUT (ABS| TWO-TONE)"|6204022081||CRUISERS|1130|4|2|6|558|12899|6620|7770|9665|162
INDIAN MOTORCYCLES|1136|2017|Scout|SCOUT (THUNDER BLACK)|6204022078||CRUISERS|1130|4|2|6|558|11299|5740|6725|8370|162
INDIAN MOTORCYCLES|1136|2017|Scout|"SCOUT SIXTY (ABS| RED)"|6204022077||CRUISERS|1130|4|2|6|560|9999|5195|6080|7570|162
INDIAN MOTORCYCLES|1136|2017|Scout|SCOUT SIXTY (PEARL WHITE)|6204022076||CRUISERS|1130|4|2|6|560|9299|4830|5655|7045|162
INDIAN MOTORCYCLES|1136|2017|Scout|SCOUT SIXTY (THUNDER BLACK)|6204022075||CRUISERS|1130|4|2|6|560|8999|4675|5470|6820|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEF|6204024378||CRUISERS|1811|4|2|6|751|18499|10700|12415|15440|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEF CLASSIC (METALLIC)|6204024380||CRUISERS|1811|4|2|6|751|19499|11275|13090|16275|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEF DARK HORSE|6204024379||CRUISERS|1811|4|2|6|751|17499|10115|11750|14610|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEF VINTAGE (THUNDER BLACK)|6204024381||CRUISERS|1811|4|2|6|801|19999|11570|13430|16695|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEF VINTAGE (TWO-TONE)|6204024382||CRUISERS|1811|4|2|6|801|20999|12145|14100|17535|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN|6204024385||CRUISERS|1811|4|2|6|815|21499|12565|14785|18440|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN CLASSIC|6204024388||CRUISERS|1811|4|2|6|815|24499|14165|16450|20450|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN CLASSIC (BLACK SMOKE)|6204024387||CRUISERS|1811|4|2|6|815|23999|13880|16110|20035|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN DARK HORSE|6204024386||CRUISERS|1811|4|2|6|815|23999|13880|16110|20035|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN ELITE|6204025464||TOURING|1811|4|2|6|831|31499|18100|21010|25985|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN LIMITED|6204024390||CRUISERS|1811|4|2|6|815|24999|14465|16780|20870|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN LIMITED (THUNDER BLACK PEARL)|6204024389||CRUISERS|1811|4|2|6|831|24499|14165|16450|20450|162
INDIAN MOTORCYCLES|1136|2018|Chief|CHIEFTAIN LIMITED (TWO-TONE)|6204024391||CRUISERS|1811|4|2|6|815|25699|14865|17255|21455|162
INDIAN MOTORCYCLES|1136|2018|Chief|ROADMASTER (BURGUNDY METALLIC)|6204024395||TOURING|1811|4|2|6|897|29599|16830|19580|24285|162
INDIAN MOTORCYCLES|1136|2018|Chief|ROADMASTER (THUNDER BLACK)|6204024394||TOURING|1811|4|2|6|897|28999|16490|19180|23800|162
INDIAN MOTORCYCLES|1136|2018|Chief|ROADMASTER (TWO-TONE)|6204024396||TOURING|1811|4|2|6|897|30399|17290|20110|24940|162
INDIAN MOTORCYCLES|1136|2018|Chief|ROADMASTER CLASSIC (RED)|6204024392||TOURING|1811|4|2|6|864|26999|15515|18050|22400|162
INDIAN MOTORCYCLES|1136|2018|Chief|ROADMASTER CLASSIC (TWO-TONE)|6204024393||TOURING|1811|4|2|6|864|27999|16085|18715|23230|162
INDIAN MOTORCYCLES|1136|2018|Chief|ROADMASTER ELITE|6204024397||TOURING|1811|4|2|6|897|36999|20805|24205|30025|162
INDIAN MOTORCYCLES|1136|2018|Chief|SPRINGFIELD (TWO-TONE)|6204024384||CRUISERS|1811|4|2|6|830|22099|12885|15010|18685|162
INDIAN MOTORCYCLES|1136|2018|Chief|SPRINGFIELD DARK HORSE (THUNDER BLACK)|6204024383||CRUISERS|1811|4|2|6|862|20999|12385|14575|18195|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT|6204024402||CRUISERS|1133|4|2|6|554|11499|6835|7945|9860|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT (ABS)|6204024404||CRUISERS|1133|4|2|6|554|12499|7425|8635|10720|162
INDIAN MOTORCYCLES|1136|2018|Scout|"SCOUT (ABS| TWO-TONE)"|6204024405||CRUISERS|1133|4|2|6|554|12999|7725|8985|11150|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT (METALLIC JADE)|6204024403||CRUISERS|1133|4|2|6|554|11999|7130|8295|10290|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT BOBBER|6204024407||CRUISERS|1133|4|2|6|554|11999|7130|8295|10290|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT BOBBER (ABS)|6204024408||CRUISERS|1133|4|2|6|554|12499|7425|8635|10720|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT BOBBER (BLACK)|6204024406||CRUISERS|1133|4|2|6|554|11499|6835|7945|9860|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT BOBBER LE JACK DANIEL'S|6204024409||CRUISERS|1133|4|2|6|554|16999|10100|11745|14575|162
INDIAN MOTORCYCLES|1136|2018|Scout|"SCOUT SIXTY (ABS| RED)"|6204024400||CRUISERS|1133|4|2|6|560|9999|5940|6905|8580|162
INDIAN MOTORCYCLES|1136|2018|Scout|"SCOUT SIXTY (ABS| TWO-TONE)"|6204024401||CRUISERS|1133|4|2|6|560|10499|6240|7260|9005|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT SIXTY (POLISHED BRONZE)|6204024399||CRUISERS|1133|4|2|6|560|9499|5645|6565|8145|162
INDIAN MOTORCYCLES|1136|2018|Scout|SCOUT SIXTY (THUNDER BLACK)|6204024398||CRUISERS|1133|4|2|6|560|8999|5350|6215|7720|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEF DARK HORSE|6204025324||CRUISERS|1811|4|2|6|732|18249|11750|13600|16790|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEF VINTAGE (THUNDER BLACK)|6204025325||CRUISERS|1811|4|2|6|805|20249|13040|15090|18630|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEF VINTAGE (TWO-TONE)|6204025326||CRUISERS|1811|4|2|6|805|21249|13685|15835|19550|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEF VINTAGE ICON|6204025327||CRUISERS|1811|4|2|6|805|22249|14330|16580|20470|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN|6204025332||CRUISERS|1811|4|2|6|790|22249|14330|16580|20470|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN CLASSIC (THUNDER BLACK)|6204025335||CRUISERS|1811|4|2|6|808|25249|16260|18815|23230|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN CLASSIC (TWO-TONE)|6204025336||CRUISERS|1811|4|2|6|808|26749|17225|19935|24610|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN CLASSIC ICON|6204025337||CRUISERS|1811|4|2|6|808|26999|17385|20120|24840|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN CLASSIC ICON (TWO-TONE)|6204025338||CRUISERS|1811|4|2|6|808|27749|17870|20680|25530|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN DARK HORSE|6204025334||CRUISERS|1811|4|2|6|795|26999|17385|20120|24840|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN DARK HORSE (THUNDER BLACK)|6204025333||CRUISERS|1811|4|2|6|795|26249|16905|19560|24150|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN LIMITED|6204025340||CRUISERS|1811|4|2|6|795|26999|17385|20120|24840|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN LIMITED (THUNDER BLACK)|6204025339||CRUISERS|1811|4|2|6|795|26249|16905|19560|24150|162
INDIAN MOTORCYCLES|1136|2019|Chief|CHIEFTAIN LIMITED ICON|6204025341||CRUISERS|1811|4|2|6|795|27999|18030|20865|25760|162
INDIAN MOTORCYCLES|1136|2019|Chief|ROADMASTER (BURGUNDY METALLIC)|6204025343||TOURING|1811|4|2|6|888|29999|19320|22355|27600|162
INDIAN MOTORCYCLES|1136|2019|Chief|ROADMASTER (SMOKE)|6204025345||TOURING|1811|4|2|6|888|31249|20125|23285|28750|162
INDIAN MOTORCYCLES|1136|2019|Chief|ROADMASTER (THUNDER BLACK)|6204025342||TOURING|1811|4|2|6|888|29249|18835|21795|26910|162
INDIAN MOTORCYCLES|1136|2019|Chief|ROADMASTER (TWO-TONE)|6204025344||TOURING|1811|4|2|6|888|30749|19800|22915|28290|162
INDIAN MOTORCYCLES|1136|2019|Chief|ROADMASTER ICON|6204025346||TOURING|1811|4|2|6|888|31749|20445|23660|29210|162
INDIAN MOTORCYCLES|1136|2019|Chief|ROADMASTER ICON (SMOKE)|6204025347||TOURING|1811|4|2|6|888|32249|20770|24030|29670|162
INDIAN MOTORCYCLES|1136|2019|Chief|SPRINGFIELD (THUNDER BLACK)|6204025330||CRUISERS|1811|4|2|6|803|21249|13835|16130|20050|162
INDIAN MOTORCYCLES|1136|2019|Chief|SPRINGFIELD (TWO-TONE)|6204025331||CRUISERS|1811|4|2|6|803|22349|14475|16820|20755|162
INDIAN MOTORCYCLES|1136|2019|Chief|SPRINGFIELD DARK HORSE (THUNDER BLACK)|6204025328||CRUISERS|1811|4|2|6|770|21749|14100|16390|20305|162
INDIAN MOTORCYCLES|1136|2019|Chief|SPRINGFIELD DARK HORSE (WHITE SMOKE)|6204025329||CRUISERS|1811|4|2|6|770|22249|14415|16745|20720|162
INDIAN MOTORCYCLES|1136|2019|Scout|FTR 1200|6204025361||SPORTBIKES|1203|4|2|6|488|12999|8370|9685|11960|162
INDIAN MOTORCYCLES|1136|2019|Scout|FTR 1200 S|6204025362||SPORTBIKES|1203|4|2|6|497|14999|9660|11175|13800|162
INDIAN MOTORCYCLES|1136|2019|Scout|FTR 1200 S RACE REPLICA|6204025363||SPORTBIKES|1203|4|2|6|497|15999|10305|11920|14720|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT|6204025352||CRUISERS|1133|4|2|6|533|11749|7650|8850|10925|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT (ABS)|6204025354||CRUISERS|1133|4|2|6|533|13049|8495|9830|12135|162
INDIAN MOTORCYCLES|1136|2019|Scout|"SCOUT (ABS| BLACK)"|6204025353||CRUISERS|1133|4|2|6|533|12549|8170|9450|11670|162
INDIAN MOTORCYCLES|1136|2019|Scout|"SCOUT (ABS| TWO-TONE)"|6204025355||CRUISERS|1133|4|2|6|533|13549|8820|10205|12600|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT BOBBER|6204025357||CRUISERS|1133|4|2|6|537|12249|7975|9225|11390|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT BOBBER (ABS)|6204025359||CRUISERS|1133|4|2|6|537|13549|8820|10205|12600|162
INDIAN MOTORCYCLES|1136|2019|Scout|"SCOUT BOBBER (ABS| BLACK)"|6204025358||CRUISERS|1133|4|2|6|537|13049|8495|9830|12135|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT BOBBER ICON (ABS)|6204025360||CRUISERS|1133|4|2|6|537|14049|9145|10580|13065|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT ICON (ABS)|6204025356||CRUISERS|1133|4|2|6|533|14049|9145|10580|13065|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT SIXTY (ABS)|6204025350||CRUISERS|1000|4|2|5|525|10549|6865|7945|9810|162
INDIAN MOTORCYCLES|1136|2019|Scout|"SCOUT SIXTY (ABS| BLACK)"|6204025349||CRUISERS|1000|4|2|5|525|10049|6540|7570|9345|162
INDIAN MOTORCYCLES|1136|2019|Scout|"SCOUT SIXTY (ABS| TWO-TONE)"|6204025351||CRUISERS|1000|4|2|5|525|11049|7190|8320|10275|162
INDIAN MOTORCYCLES|1136|2019|Scout|SCOUT SIXTY (THUNDER BLACK)|6204025348||CRUISERS|1000|4|2|5|525|9249|6020|6965|8600|162
