Company|CompanyNum|ModelYear|ModelCat|Model|ModelNum|ModelWeb|Type|CCs|Stroke|Cyl|Speeds|Weight|ValueList|ValueLow|ValueAvg|ValueHigh|Version
HARLEY-DAVIDSON|1118|2016|VRSC|VRSCF MUSCLE V-ROD|6204019688||CRUISERS|1247|4|2|6|640|17099|8790|10310|12915|162
HARLEY-DAVIDSON|1118|2016|VRSC|VRSCDX NIGHT ROD SPECIAL|6204019687||CRUISERS|1247|4|2|6|637|17299|9345|11340|14155|162
HARLEY-DAVIDSON|1118|2016|Dyna|FXDB STREET BOB|6204019684||CRUISERS|1690|4|2|6|637|14649|8070|9935|12125|162
HARLEY-DAVIDSON|1118|2016|Dyna|FXDL DYNA LOW RIDER|6204019682||CRUISERS|1690|4|2|6|644|15549|8320|10090|12550|162
HARLEY-DAVIDSON|1118|2016|Dyna|FXDF-103 DYNA FAT BOB|6204019685||CRUISERS|1690|4|2|6|673|16499|8385|9755|12150|162
HARLEY-DAVIDSON|1118|2016|Dyna|FXDLS DYNA LOW RIDER S|6204020410||CRUISERS|1803|4|2|6|646|16899|10300|13480|16205|162
HARLEY-DAVIDSON|1118|2016|Dyna|FXDWG-103 DYNA WIDE GLIDE|6204019683||CRUISERS|1690|4|2|6|650|16949|8710|10220|12785|162
HARLEY-DAVIDSON|1118|2016|Dyna|FLD-103 DYNA SWITCHBACK|6204019686||CRUISERS|1690|4|2|6|696|17799|9150|10725|13440|162
HARLEY-DAVIDSON|1118|2016|Softail|FLS SOFTAIL SLIM|6204019691||CRUISERS|1690|4|2|6|640|15849|8615|10470|13310|162
HARLEY-DAVIDSON|1118|2016|Softail|FLSTF FAT BOY|6204019714||CRUISERS|1690|4|2|6|694|17849|9940|12275|13940|162
HARLEY-DAVIDSON|1118|2016|Softail|FLSTFB FAT BOY LO|6204019690||CRUISERS|1690|4|2|6|700|18099|10115|12565|14300|162
HARLEY-DAVIDSON|1118|2016|Softail|FLSTC HERITAGE SOFTAIL CLASSIC|6204019678||CRUISERS|1690|4|2|6|730|18499|9875|11900|14875|162
HARLEY-DAVIDSON|1118|2016|Softail|FLSS SOFTAIL SLIM S|6204019692||CRUISERS|1803|4|2|6|640|19099|10300|12535|16030|162
HARLEY-DAVIDSON|1118|2016|Softail|FLSTN SOFTAIL DELUXE|6204019689||CRUISERS|1690|4|2|6|695|19949|10840|13560|16980|162
HARLEY-DAVIDSON|1118|2016|Softail|FXSB BREAKOUT|6204019677||CRUISERS|1690|4|2|6|672|20199|10980|13645|16680|162
HARLEY-DAVIDSON|1118|2016|Softail|FLSTFBS FAT BOY S|6204019693||CRUISERS|1803|4|2|6|685|20299|10755|12950|16465|162
HARLEY-DAVIDSON|1118|2016|Softail|FXSE CVO PRO STREET BREAKOUT|6204020411||CRUISERS|1803|4|2|6|701|25899|13890|16390|20575|162
HARLEY-DAVIDSON||2016|Touring|FLHP POLICE ROAD KING||||||||||8128||12044|
HARLEY-DAVIDSON||2016|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||8128||12044|
HARLEY-DAVIDSON|1118|2016|Touring|FLHR ROAD KING|6204019680||TOURING|1690|4|2|6|779|19949|10160|12500|15055|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHX STREET GLIDE|6204019694||TOURING|1690|4|2|6|775|24099|11615|13785|16865|162
HARLEY-DAVIDSON|1118|2016|Touring|FLTRX ROAD GLIDE|6204019698||TOURING|1690|4|2|6|772|24399|12000|14435|16990|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHTCU ULTRA CLASSIC ELECTRA GLIDE|6204019681||TOURING|1690|4|2|6|844|25049|12155|14570|17935|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHTCUL ULTRA CLASSIC LOW|6204019695||TOURING|1690|4|2|6|850|26199|12460|14755|18315|162
HARLEY-DAVIDSON|1118|2016|Touring|FLRT FREE WHEELER|6204019706||3 WHEEL CYCLE|1690|4|2|6|1065|26199|13955|17225|21395|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHXS STREET GLIDE SPECIAL|6204019700||TOURING|1690|4|2|6|775|26399|12770|15260|18910|162
HARLEY-DAVIDSON|1118|2016|Touring|FLTRXS ROAD GLIDE SPECIAL|6204019701||TOURING|1690|4|2|6|775|26699|12900|15360|19365|162
HARLEY-DAVIDSON|1118|2016|Touring|FLTRU ROAD GLIDE ULTRA|6204019697||TOURING|1690|4|2|6|865|27199|13275|15905|19835|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHTK ELECTRA GLIDE ULTRA LIMITED|6204019696||TOURING|1690|4|2|6|861|27899|13255|15545|19355|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHTKL ULTRA LIMITED LOW|6204019699||TOURING|1690|4|2|6|865|28799|13550|15820|19700|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHTCUTG TRIGLIDE ULTRA CLASSIC|6204019705||3 WHEEL CYCLE|1690|4|2|6|1180|35449|19820|24120|29075|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHXSE CVO STREET GLIDE SPECIAL|6204019707||TOURING|1803|4|2|6|807|36999|19210|23905|29685|162
HARLEY-DAVIDSON|1118|2016|Touring|FLHTKSE CVO ULTRA LIMITED|6204019709||TOURING|1803|4|2|6|909|40199|19190|22855|28410|162
HARLEY-DAVIDSON|1118|2016|Touring|FLTRUSE CVO ROAD GLIDE ULTRA|6204019708||TOURING|1803|4|2|6|910|40499|19540|23255|28745|162
HARLEY-DAVIDSON|1118|2017|Street|XG500|6204021424||CRUISERS|500|4|2|5|280|7194|3675|4250|5280|162
HARLEY-DAVIDSON|1118|2017|Street|XG750|6204021423||CRUISERS|750|4|2|5|450|8049|4120|4770|5930|162
HARLEY-DAVIDSON|1118|2017|Street|XG750A STREET ROD (BLACK)|6204022682||CRUISERS|750|4|2|5|455|8699|4470|5155|6415|162
HARLEY-DAVIDSON|1118|2017|Street|XG750A STREET ROD|6204022683||CRUISERS|750|4|2|5|455|8994|4610|5330|6635|162
HARLEY-DAVIDSON|1118|2017|Sportster|XL883L SUPERLOW|6204021422||CRUISERS|883|4|2|5|537|9249|5025|5780|7220|162
HARLEY-DAVIDSON|1118|2017|Sportster|XL883N IRON|6204021421||CRUISERS|883|4|2|5|540|9499|5465|6415|8115|162
HARLEY-DAVIDSON|1118|2017|Sportster|XL1200C CUSTOM|6204021419||CRUISERS|1247|4|2|5|559|11649|6795|7830|9735|162
HARLEY-DAVIDSON|1118|2017|Sportster|XL1200X FORTY-EIGHT|6204021418||CRUISERS|1247|4|2|5|538|11849|7005|8170|10225|162
HARLEY-DAVIDSON|1118|2017|Sportster|XL1200CX ROADSTER|6204021420||CRUISERS|1247|4|2|5|549|11949|7080|8255|10325|162
HARLEY-DAVIDSON|1118|2017|Sportster|XL1200T SUPERLOW|6204021417||CRUISERS|1200|4|2|5|573|12699|7465|8600|10675|162
HARLEY-DAVIDSON|1118|2017|VRSC|VRSCDX NIGHT ROD SPECIAL|6204021415||CRUISERS|1247|4|2|5|637|17949|10570|12265|15330|162
HARLEY-DAVIDSON|1118|2017|VRSC|VRSCF MUSCLE V-ROD|6204021416||CRUISERS|1247|4|2|5|640|18099|10550|12165|15120|162
HARLEY-DAVIDSON|1118|2017|Dyna|FXDB STREET BOB|6204021414||CRUISERS|1690|4|2|6|637|14799|9315|11295|12840|162
HARLEY-DAVIDSON|1118|2017|Dyna|FXDL DYNA LOW RIDER|6204021412||CRUISERS|1690|4|2|6|644|15899|9265|10860|13515|162
HARLEY-DAVIDSON|1118|2017|Dyna|FXDWG-103 DYNA WIDE GLIDE|6204021411||CRUISERS|1690|4|2|6|650|16949|9880|11395|14155|162
HARLEY-DAVIDSON|1118|2017|Dyna|FXDF-103 DYNA FAT BOB|6204021410||CRUISERS|1690|4|2|6|673|17199|10035|11555|14370|162
HARLEY-DAVIDSON|1118|2017|Dyna|FXDLS DYNA LOW RIDER S|6204021413||CRUISERS|1803|4|2|6|646|17699|11325|13925|16870|162
HARLEY-DAVIDSON|1118|2017|Softail|FLS SOFTAIL SLIM|6204021409||CRUISERS|1690|4|2|6|677|16049|9480|11085|13835|162
HARLEY-DAVIDSON|1118|2017|Softail|FLSTF FAT BOY|6204021406||CRUISERS|1690|4|2|6|700|17849|10865|12890|15035|162
HARLEY-DAVIDSON|1118|2017|Softail|FLSTC HERITAGE SOFTAIL CLASSIC|6204021403||CRUISERS|1690|4|2|6|726|18699|11480|13700|15700|162
HARLEY-DAVIDSON|1118|2017|Softail|FLSS SOFTAIL SLIM S|6204021408||CRUISERS|1803|4|2|6|682|19599|11565|13440|16835|162
HARLEY-DAVIDSON|1118|2017|Softail|FLSTN SOFTAIL DELUXE|6204021404||CRUISERS|1690|4|2|6|701|19949|11895|14250|18220|162
HARLEY-DAVIDSON|1118|2017|Softail|FXSB BREAKOUT|6204021407||CRUISERS|1690|4|2|6|678|20699|12250|14355|17750|162
HARLEY-DAVIDSON|1118|2017|Softail|FLSTFBS FAT BOY S|6204021405||CRUISERS|1803|4|2|6|685|20799|12125|13980|17380|162
HARLEY-DAVIDSON|1118|2017|Softail|FXSE CVO PRO STREET BREAKOUT|6204021427||CRUISERS|1803|4|2|6|701|25999|15385|18170|22860|162
HARLEY-DAVIDSON||2017|Touring|FLHP POLICE ROAD KING||||||||||9244||13296|
HARLEY-DAVIDSON||2017|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||9244||13296|
HARLEY-DAVIDSON|1118|2017|Touring|FLHR ROAD KING|6204021402||TOURING|1743|4|2|6|791|21599|11555|13355|16620|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHX STREET GLIDE|6204021401||TOURING|1743|4|2|6|780|21699|12500|15385|17185|162
HARLEY-DAVIDSON|1118|2017|Touring|FLTRX ROAD GLIDE|6204021399||TOURING|1743|4|2|6|816|21999|12705|15520|17770|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHRXS ROAD KING SPECIAL|6204022968||TOURING|1743|4|2|6|780|24599|13490|16005|19810|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHTCU ELECTRA GLIDE ULTRA CLASSIC|6204021396||TOURING|1753|4|2|6|860|25399|13630|15890|19775|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHXS STREET GLIDE SPECIAL|6204021400||TOURING|1743|4|2|6|793|26899|14260|16915|21120|162
HARLEY-DAVIDSON|1118|2017|Touring|FLTRXS ROAD GLIDE SPECIAL|6204021398||TOURING|1743|4|2|6|816|27199|14600|16950|21125|162
HARLEY-DAVIDSON|1118|2017|Touring|FLTRU ROAD GLIDE ULTRA|6204021397||TOURING|1753|4|2|6|893|27799|14870|17185|21390|162
HARLEY-DAVIDSON|1118|2017|Touring|FLRT FREEWHEELER|6204021393||3 WHEEL CYCLE|1753|4|2|6|1062|28139|16745|19620|24065|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHTKL ULTRA LIMITED LOW|6204021395||TOURING|1753|4|2|6|872|28399|15180|17550|21855|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHTK ULTRA LIMITED|6204021394||TOURING|1753|4|2|6|871|28499|15245|17630|21935|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHTCUTG TRIGLIDE ULTRA CLASSIC|6204021392||3 WHEEL CYCLE|1753|4|2|6|1195|36289|21450|25690|31785|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHXSE CVO STREET GLIDE|6204021426||TOURING|1803|4|2|6|833|37799|22730|28400|32635|162
HARLEY-DAVIDSON|1118|2017|Touring|FLHTKSE CVO ULTRA LIMITED|6204021425||TOURING|1803|4|2|6|906|41199|22820|27670|34120|162
HARLEY-DAVIDSON|1118|2018|Street|XG500 STREET|6204023246||CRUISERS|492|4|2|5|492|7399|4535|5200|6365|162
HARLEY-DAVIDSON|1118|2018|Street|XG750 STREET|6204023247||CRUISERS|754|4|2|5|492|8099|4965|5705|6995|162
HARLEY-DAVIDSON|1118|2018|Street|XG750A STREET ROD|6204023248||CRUISERS|754|4|2|5|505|9044|5550|6335|7835|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL883L SUPERLOW|6204023244||CRUISERS|883|4|2|5|545|9349|6065|6990|8670|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL883N IRON|6204023245||CRUISERS|883|4|2|5|545|9549|6365|7485|9290|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL1200 IRON|6204024845||CRUISERS|1203|4|2|5|547|10349|6835|7935|9830|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL1200C CUSTOM|6204023240||CRUISERS|1203|4|2|5|562|11649|7520|8725|10805|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL1200X FORTY-EIGHT|6204023242||CRUISERS|1203|4|2|5|545|11849|7660|8875|10995|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL1200X FORTY-EIGHT SPECIAL|6204024843||CRUISERS|1203|4|2|5|545|11849|7660|8875|10995|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL1200CX ROADSTER|6204023241||CRUISERS|1203|4|2|5|551|11949|7720|8955|11095|162
HARLEY-DAVIDSON|1118|2018|Sportster|XL1200X FORTY-EIGHT ANNIVERSARY|6204023243||CRUISERS|1203|4|2|5|545|12899|8340|9670|11970|162
HARLEY-DAVIDSON|1118|2018|Softail|FXBB STREET BOB|6204023233||CRUISERS|1753|4|2|6|630|15099|10155|12265|14045|162
HARLEY-DAVIDSON|1118|2018|Softail|FXLR LOW RIDER|6204023239||CRUISERS|1753|4|2|6|633|15599|9995|11595|14390|162
HARLEY-DAVIDSON|1118|2018|Softail|FLSL SOFTAIL SLIM|6204023232||CRUISERS|1753|4|2|6|642|16499|10570|12265|15220|162
HARLEY-DAVIDSON|1118|2018|Softail|FXFB FAT BOB|6204023237||CRUISERS|1753|4|2|6|653|17599|11385|13330|16340|162
HARLEY-DAVIDSON|1118|2018|Softail|FLSB SPORT GLIDE|6204025193||CRUISERS|1753|4|2|6|670|18799|11875|14015|17105|162
HARLEY-DAVIDSON|1118|2018|Softail|FLDE DELUXE|6204023225||CRUISERS|1753|4|2|6|668|18949|12130|14085|17485|162
HARLEY-DAVIDSON|1118|2018|Softail|FXFBS FAT BOB 114|6204023238||CRUISERS|1868|4|2|6|653|19299|12365|14345|17800|162
HARLEY-DAVIDSON|1118|2018|Softail|FXBR BREAKOUT|6204023234||CRUISERS|1753|4|2|6|648|19599|12555|14570|18085|162
HARLEY-DAVIDSON|1118|2018|Softail|FLFB FAT BOY|6204023226||CRUISERS|1753|4|2|6|670|19949|12780|14830|18395|162
HARLEY-DAVIDSON|1118|2018|Softail|FLHC HERITAGE CLASSIC|6204023229||CRUISERS|1753|4|2|6|697|19949|12780|14830|18395|162
HARLEY-DAVIDSON|1118|2018|Softail|FXBRS BREAKOUT 114|6204023235||CRUISERS|1868|4|2|6|648|20899|13390|15540|19280|162
HARLEY-DAVIDSON|1118|2018|Softail|FLFBS FAT BOY 114|6204023227||CRUISERS|1868|4|2|6|671|21249|13605|15795|19595|162
HARLEY-DAVIDSON|1118|2018|Softail|FLHCS HERITAGE CLASSIC 114|6204023230||CRUISERS|1868|4|2|6|697|21249|13605|15795|19595|162
HARLEY-DAVIDSON|1118|2018|Softail|FLFBS FAT BOY 114 ANNIVERSARY|6204023228||CRUISERS|1868|4|2|6|671|21399|13710|15905|19735|162
HARLEY-DAVIDSON|1118|2018|Softail|FLHCS HERITAGE CLASSIC 114 ANNIVERSARY|6204023231||CRUISERS|1868|4|2|6|697|21399|13710|15905|19735|162
HARLEY-DAVIDSON|1118|2018|Softail|FXBRS BREAKOUT 114 ANNIVERSARY|6204023236||CRUISERS|1868|4|2|6|648|21399|13710|15905|19735|162
HARLEY-DAVIDSON||2018|Touring|FLHP POLICE ROAD KING||||||||||11064||15936|
HARLEY-DAVIDSON||2018|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||11064||15936|
HARLEY-DAVIDSON|1118|2018|Touring|FLHR ROAD KING|6204023249||TOURING|1753|4|2|6|798|21599|13830|16025|19920|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHX STREET GLIDE ANNIVERSARY|6204023256||TOURING|1753|4|2|6|796|22999|14730|17060|21210|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHX STREET GLIDE|6204023255||TOURING|1753|4|2|6|796|24199|15500|17955|22310|162
HARLEY-DAVIDSON|1118|2018|Touring|FLTRX ROAD GLIDE|6204023260||TOURING|1753|4|2|6|820|24499|15685|18175|22590|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHRXS ROAD KING SPECIAL|6204023250||TOURING|1753|4|2|6|783|24599|15750|18245|22685|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTCU ELECTRA GLIDE ULTRA CLASSIC|6204023251||TOURING|1753|4|2|6|877|25499|16325|18910|23515|162
HARLEY-DAVIDSON|1118|2018|Touring|FLRT FREEWHEELER|6204023264||3 WHEEL CYCLE|1753|4|2|6|1085|27149|17565|20715|24975|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHXS STREET GLIDE SPECIAL ANNIVERSARY|6204023258||TOURING|1753|4|2|6|798|27199|17420|20170|25085|162
HARLEY-DAVIDSON|1118|2018|Touring|FLTRU ROAD GLIDE ULTRA|6204023259||TOURING|1753|4|2|6|899|27699|17735|20545|25540|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTKL ULTRA LIMITED LOW|6204023254||TOURING|1753|4|2|6|873|28149|18025|20875|25960|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTK ULTRA LIMITED ANNIVERSARY|6204023253||TOURING|1753|4|2|6|877|28199|18060|20915|26005|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTK ULTRA LIMITED|6204023252||TOURING|1753|4|2|6|877|28249|18090|20955|26045|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHXS STREET GLIDE SPECIAL|6204023257||TOURING|1753|4|2|6|798|29199|18700|21655|26930|162
HARLEY-DAVIDSON|1118|2018|Touring|FLTRXS ROAD GLIDE SPECIAL|6204023261||TOURING|1753|4|2|6|820|29499|18895|21880|27200|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTCUTG TRI GLIDE ULTRA|6204023262||3 WHEEL CYCLE|1753|4|2|6|1204|36049|22880|26635|32895|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTCUTG TRI GLIDE ULTRA ANNIVERSARY|6204023263||3 WHEEL CYCLE|1753|4|2|6|1204|36449|23140|27125|33270|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHXSE CVO STREET GLIDE|6204023223||TOURING|1917|4|2|6|842|40149|26015|30195|37020|162
HARLEY-DAVIDSON|1118|2018|Touring|FLTRXSE CVO ROAD GLIDE|6204023224||TOURING|1917|4|2|6|849|41599|26640|30855|38370|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTKSE CVO LIMITED|6204023221||TOURING|1917|4|2|6|906|43149|27625|32005|39780|162
HARLEY-DAVIDSON|1118|2018|Touring|FLHTKSE CVO LIMITED ANNIVERSARY|6204023222||TOURING|1917|4|2|6|906|44149|28270|32745|40715|162
HARLEY-DAVIDSON|1118|2019|Street|XG500 STREET|6204024931||CRUISERS|492|4|2|5|492|7399|5125|5935|7325|162
HARLEY-DAVIDSON|1118|2019|Street|XG750 STREET|6204024932||CRUISERS|754|4|2|5|505|8099|5610|6495|8020|162
HARLEY-DAVIDSON|1118|2019|Street|XG750A STREET ROD|6204024933||TOURING|754|4|2|5|505|9044|6265|7250|8955|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL883L SUPERLOW|6204024928||CRUISERS|883|4|2|5|545|9349|6480|7495|9255|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL883N IRON 883|6204024930||CRUISERS|883|4|2|5|545|9999|6930|8020|9900|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL1200 IRON 1200|6204024926||CRUISERS|1203|4|2|5|545|10449|7275|8420|10395|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL1200CX ROADSTER|6204024924||CRUISERS|1203|4|2|5|545|11749|8140|9420|11630|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL1200XS FORTY-EIGHT SPECIAL|6204024927||CRUISERS|1203|4|2|5|545|11749|8140|9420|11630|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL1200C CUSTOM|6204024923||CRUISERS|1203|4|2|5|562|11999|8315|9620|11880|162
HARLEY-DAVIDSON|1118|2019|Sportster|XL1200X FORTY-EIGHT|6204024925||CRUISERS|1203|4|2|5|545|12299|8525|9860|12175|162
HARLEY-DAVIDSON|1118|2019|Softail|FXBB STREET BOB|6204024916||CRUISERS|1753|4|2|6|630|15499|10740|12430|15345|162
HARLEY-DAVIDSON|1118|2019|Softail|FXLR LOW RIDER|6204024922||CRUISERS|1753|4|2|6|633|15649|10845|12550|15490|162
HARLEY-DAVIDSON|1118|2019|Softail|FLSL SOFTAIL SLIM|6204024915||CRUISERS|1753|4|2|6|642|16549|11470|13270|16385|162
HARLEY-DAVIDSON|1118|2019|Softail|FXFB FAT BOB|6204024920||CRUISERS|1753|4|2|6|653|17649|12230|14150|17470|162
HARLEY-DAVIDSON|1118|2019|Softail|FLDE DELUXE|6204024908||CRUISERS|1753|4|2|6|668|19399|13165|15235|18810|162
HARLEY-DAVIDSON|1118|2019|Softail|FXBR BREAKOUT|6204024917||CRUISERS|1753|4|2|6|648|19649|13615|15755|19450|162
HARLEY-DAVIDSON|1118|2019|Softail|FLFB FAT BOY|6204024910||CRUISERS|1753|4|2|6|670|19999|13860|16035|19800|162
HARLEY-DAVIDSON|1118|2019|Softail|FLHC HERITAGE CLASSIC|6204024912||CRUISERS|1753|4|2|6|697|19999|13860|16035|19800|162
HARLEY-DAVIDSON|1118|2019|Softail|FLSB SPORT GLIDE|6204024914||CRUISERS|1753|4|2|6|697|19999|13860|16035|19800|162
HARLEY-DAVIDSON|1118|2019|Softail|FXFBS FAT BOB 114|6204024921||CRUISERS|1868|4|2|6|653|20199|13995|16195|19995|162
HARLEY-DAVIDSON|1118|2019|Softail|FLFBS FAT BOY 114|6204024911||CRUISERS|1868|4|2|6|670|21799|15105|17480|21580|162
HARLEY-DAVIDSON|1118|2019|Softail|FLHCS HERITAGE CLASSIC 114|6204024913||CRUISERS|1868|4|2|6|697|21799|15105|17480|21580|162
HARLEY-DAVIDSON|1118|2019|Softail|FXBRS BREAKOUT 114|6204024918||CRUISERS|1868|4|2|6|648|21799|15105|17480|21580|162
HARLEY-DAVIDSON|1118|2019|Softail|FXDRS FXDR 114|6204024919||CRUISERS|1868|4|2|6|648|21949|15210|17600|21730|162
HARLEY-DAVIDSON||2019|Touring|FLHP POLICE ROAD KING||||||||||11360||16228|
HARLEY-DAVIDSON||2019|Touring|FLHTP POLICE ELECTRA GLIDE||||||||||11360||16228|
HARLEY-DAVIDSON|1118|2019|Touring|FLHR ROAD KING|6204024934||TOURING|1753|4|2|6|783|20489|14200|16430|20285|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHX STREET GLIDE|6204024939||TOURING|1753|4|2|6|796|22689|15725|18195|22460|162
HARLEY-DAVIDSON|1118|2019|Touring|FLTRX ROAD GLIDE|6204024943||TOURING|1753|4|2|6|820|22989|15930|18435|22760|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHRXS ROAD KING SPECIAL|6204024935||TOURING|1753|4|2|6|783|25289|17525|20280|25035|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHTCU ELECTRA GLIDE ULTRA CLASSIC|6204024936||TOURING|1753|4|2|6|877|26089|18080|20920|25830|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHXS STREET GLIDE SPECIAL|6204024940||TOURING|1753|4|2|6|798|29389|20365|23565|29095|162
HARLEY-DAVIDSON|1118|2019|Touring|FLTRXS ROAD GLIDE SPECIAL|6204024944||TOURING|1753|4|2|6|820|29789|20645|23885|29490|162
HARLEY-DAVIDSON|1118|2019|Touring|FLTRU ROAD GLIDE ULTRA|6204024942||TOURING|1753|4|2|6|899|30089|20850|24130|29790|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHTK ULTRA LIMITED|6204024937||TOURING|1753|4|2|6|873|30489|21130|24450|30185|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHTKL ULTRA LIMITED LOW|6204024938||TOURING|1753|4|2|6|873|30489|21130|24450|30185|162
HARLEY-DAVIDSON|1118|2019|Touring|FLRT FREEWHEELER|6204024946||3 WHEEL CYCLE|1753|4|2|6|1085|30599|20950|24290|29990|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHTCUTG TRI GLIDE ULTRA (VIVID BLACK)|6204025435||3 WHEEL CYCLE|1753|4|2|6|1204|36299|25155|29110|35935|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHTCUTG TRI GLIDE ULTRA|6204024945||3 WHEEL CYCLE|1753|4|2|6|1204|38699|26500|30720|37925|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHXSE CVO STREET GLIDE|6204024906||TOURING|1917|4|2|6|842|41089|28475|32950|40680|162
HARLEY-DAVIDSON|1118|2019|Touring|FLTRXSE CVO ROAD GLIDE|6204024907||TOURING|1917|4|2|6|849|42539|29480|34110|42115|162
HARLEY-DAVIDSON|1118|2019|Touring|FLHTKSE CVO LIMITED|6204024905||TOURING|1917|4|2|6|906|44089|30555|35355|43650|162
INDIAN MOTORCYCLES|1136|2014|Chief|CHIEF CLASSIC|6204016171||CRUISERS|1811|4|2|6|812|18999|7105|8475|10450|162
INDIAN MOTORCYCLES|1136|2014|Chief|CHIEF VINTAGE|6204016172||CRUISERS|1811|4|2|6|835|20999|7890|9395|11615|162
INDIAN MOTORCYCLES|1136|2014|Chief|CHIEFTAIN|6204016173||CRUISERS|1811|4|2|6|848|22999|8650|10385|12735|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEF CLASSIC (BLACK)|6204017836||CRUISERS|1811|4|2|6|778|19249|7485|8830|11025|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEF CLASSIC (RED)|6204017837||CRUISERS|1811|4|2|6|778|19649|7660|9005|11275|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEF CLASSIC (TWO-TONE)|6204017838||CRUISERS|1811|4|2|6|778|20049|7815|9195|11505|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEF VINTAGE (BLACK)|6204017839||CRUISERS|1811|4|2|6|801|21249|8580|10325|12955|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEF VINTAGE (RED)|6204017840||CRUISERS|1811|4|2|6|801|21649|8570|10205|12705|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEF VINTAGE (TWO-TONE)|6204017841||CRUISERS|1811|4|2|6|801|22049|8775|10470|13125|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEFTAIN (BLACK)|6204017842||CRUISERS|1811|4|2|6|815|23249|9065|10655|13325|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEFTAIN (RED)|6204017843||CRUISERS|1811|4|2|6|815|23749|9260|10885|13620|162
INDIAN MOTORCYCLES|1136|2015|Chief|CHIEFTAIN (TWO-TONE)|6204017844||CRUISERS|1811|4|2|6|815|24249|9450|11115|13910|162
INDIAN MOTORCYCLES|1136|2015|Chief|ROADMASTER (BLACK)|6204017845||TOURING|1811|4|2|6|897|27249|9935|11750|14660|162
INDIAN MOTORCYCLES|1136|2015|Chief|ROADMASTER (RED)|6204017846||TOURING|1811|4|2|6|897|27849|10160|12000|14985|162
INDIAN MOTORCYCLES|1136|2015|Chief|ROADMASTER (TWO-TONE)|6204017847||TOURING|1811|4|2|6|897|28449|10375|12255|15305|162
INDIAN MOTORCYCLES|1136|2015|Scout|SCOUT (BLACK)|6204017848||CRUISERS|1130|4|2|6|538|11249|4290|5130|6405|162
